comparison_identifier,comparison_name,image_identifier,question,reference_type,admissible_or_required_reference_set,exact_direction_category,direction_family,first_condition,first_prediction,first_correct,second_condition,second_prediction,second_correct,change
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is SAGE 4203 Classroom?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is SAGE 4510 Classroom?,scalar,left,scalar:{left},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""left""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is SAGE 4711 Classroom?,scalar,left,scalar:{left},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""left""",True,improved
H6,full_vs_annotated_raw,IMG_3323.JPG,Where is Women's Room?,scalar,left,scalar:{left},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""left""",True,improved
H6,full_vs_annotated_raw,IMG_3364.JPG,Where is CONFERENCE ROOM?,scalar,left,scalar:{left},horizontal,raw_crop_multiview,"""unknown""",False,full_multiview,"""left""",True,improved
H6,full_vs_annotated_raw,IMG_3391.JPG,Where is 2nd Floor?,scalar,straight,scalar:{straight},vertical_forward,raw_crop_multiview,"""straight""",True,full_multiview,"""straight-right""",False,worsened
H6,full_vs_annotated_raw,IMG_3391.JPG,Where is 3rd Floor?,scalar,straight,scalar:{straight},vertical_forward,raw_crop_multiview,"""straight""",True,full_multiview,"""straight-right""",False,worsened
H6,full_vs_annotated_raw,IMG_3391.JPG,Where is Mathematical Sciences?,scalar,straight-right,scalar:{straight-right},diagonal,raw_crop_multiview,"[""straight-right"", ""locational""]",False,full_multiview,"""straight-right""",True,improved
H6,full_vs_annotated_raw,IMG_3393.JPG,Where is 4th floor?,alternatives,straight|straight-right,"alternatives:{straight,straight-right}",mixed_multi_direction,raw_crop_multiview,"[""straight"", ""down""]",False,full_multiview,"""straight""",True,improved
H6,full_vs_annotated_raw,IMG_3393.JPG,Where is Mathematical Sciences 4th Floor?,scalar,straight-right,scalar:{straight-right},diagonal,raw_crop_multiview,"""down""",False,full_multiview,"""straight-right""",True,improved
H6,full_vs_annotated_raw,IMG_3397.JPG,Where is Department of Mathematical Sciences Room 301?,scalar,locational,scalar:{locational},locational,raw_crop_multiview,"""locational""",True,full_multiview,"""right""",False,worsened
H6,full_vs_annotated_raw,IMG_3406.JPG,Where is 3rd Floor?,scalar,locational,scalar:{locational},locational,raw_crop_multiview,"""ERROR""",False,full_multiview,"""locational""",True,improved
H6,full_vs_annotated_raw,IMG_3406.JPG,Where is Mathematical Sciences Office?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3406.JPG,Where is Room 301?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""ERROR""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3442.JPG,Where is 3039?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""straight""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3442.JPG,Where is 3045?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""straight""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3442.JPG,Where is 3051?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""straight""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3443.JPG,Where is 3039?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""straight""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3443.JPG,Where is 3045?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""straight""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3443.JPG,Where is 3051?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""straight""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3465.JPG,Where is RPI's College Radio Station?,scalar,down,scalar:{down},vertical_forward,raw_crop_multiview,"""down-left""",False,full_multiview,"""down""",True,improved
H6,full_vs_annotated_raw,IMG_3465.JPG,Where is WRPI 91.5 FM?,scalar,down,scalar:{down},vertical_forward,raw_crop_multiview,"""down-left""",False,full_multiview,"""down""",True,improved
H6,full_vs_annotated_raw,IMG_3484.JPG,Where is Design Lab?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3484.JPG,Where is JEC 3232?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3484.JPG,Where is THE DESIGN LAB?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3485.JPG,Where is Design Lab?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3485.JPG,Where is JEC 3232?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3485.JPG,Where is THE DESIGN LAB?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"[""left"", ""right""]",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3617.JPG,Where is Admissions?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""down-right""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3617.JPG,Where is Resident Life & Student Dining Services?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""down""",False,full_multiview,"""right""",True,improved
H6,full_vs_annotated_raw,IMG_3624.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""right""",True,full_multiview,"""ERROR""",False,worsened
H6,full_vs_annotated_raw,IMG_3625.JPG,Where are Deliveries?,scalar,right,scalar:{right},horizontal,raw_crop_multiview,"""right""",True,full_multiview,"""ERROR""",False,worsened
